0	15893	0
0	52775	0
0	721	0
0	61725	0
0	75806	0
0	15814	0
0	2	1
0	187252	0
1	61307	1
1	5144	1
1	50814	1
1	156976	1
1	15983	1
1	152357	0
1	72341	0
1	7148	1
1	84362	0
1	80021	0
2	42752	1
2	76537	1
2	173973	1
2	166176	1
2	76504	1
2	76514	1
2	50931	1
2	77161	1
2	93099	1
3	165087	1
3	84126	0
3	205293	1
3	204166	1
3	205296	1
3	205075	1
3	203823	1
3	203538	1
3	204304	1
3	205202	1
3	204395	1
3	204915	1
3	93356	0
4	204304	1
4	203538	1
4	203823	1
4	205075	1
4	81703	0
5	152465	0
5	153271	0
5	81788	0
5	204460	1
5	203570	1
5	204587	1
5	204002	1
6	45118	1
6	104299	1
6	152758	1
6	4330	0
6	77016	1
6	77064	1
6	67704	1
6	172520	1
6	84560	1
6	227553	1
6	104297	0
6	175598	1
6	34434	0
6	28772	1
6	73767	1
6	156910	0
6	3372	1
7	62853	1
7	61738	0
7	4609	1
7	4861	1
7	5110	1
7	93449	1
7	52381	0
7	77822	0
7	6018	1
7	159524	1
7	5744	1
7	64689	0
7	492	0
7	52367	0
7	75940	0
7	50877	0
7	28768	0
7	62848	1
7	157479	0
8	56867	1
8	177569	1
8	4272	0
8	77824	1
8	131447	1
8	168436	1
8	76865	1
8	39649	1
8	168440	1
8	38010	1
8	109267	1
8	40939	1
8	39345	1
8	172455	1
9	4880	1
9	5307	1
9	172743	1
9	70914	1
9	171637	1
9	77106	1
9	153822	1
9	172703	1
9	218135	1
9	109851	1
9	109318	1
9	109311	1
9	104145	1
9	52774	1
9	174544	1
9	63959	1
10	27968	1
10	28610	1
10	176883	1
10	42172	1
10	52152	1
10	47547	1
10	173922	0
10	61875	0
10	104250	1
10	173436	1
11	32048	1
11	111195	1
11	218084	1
11	5332	1
11	108076	1
11	178400	1
11	2173	1
11	51741	1
11	52226	1
11	94012	1
11	5307	1
11	34191	1
11	58365	0
12	58365	0
12	47547	0
12	15994	0
12	38893	0
12	174991	0
12	27779	0
12	172218	0
12	169467	0
12	44397	0
12	94012	0
13	30964	1
13	54223	1
13	43867	1
13	63270	1
13	62651	1
13	65507	1
13	68828	0
13	70478	1
13	61588	1
13	43741	1
13	62411	1
13	34823	1
14	29237	1
14	171112	1
14	109723	1
14	157525	0
14	3635	1
14	79548	1
14	110500	1
14	4022	1
14	150150	0
14	168800	1
14	205202	0
14	74329	1
14	79965	0
14	204915	0
14	46315	1
14	174294	1
14	169103	1
14	76082	0
14	52075	0
14	205010	0
15	69611	0
15	34476	1
15	179988	1
15	175469	0
15	41113	0
15	50138	0
15	170526	0
15	33785	0
15	52665	0
15	417	0
15	34974	0
15	45883	0
15	53787	0
16	2983	1
16	149096	1
16	181975	0
16	63260	1
16	153678	1
16	150912	1
16	150903	1
16	155887	1
16	131694	1
16	151930	0
16	155235	1
16	154244	1
17	78856	1
17	77288	1
17	83572	0
17	74036	1
17	93393	1
17	102563	1
17	68239	0
17	30565	1
17	166798	1
17	94143	0
17	4891	0
17	4708	0
17	31624	0
20	61613	1
20	166774	1
20	176778	1
20	180185	1
20	164956	1
20	109814	1
20	79536	1
20	169470	1
20	46583	1
20	155909	1
20	52030	1
20	29634	1
20	167502	1
20	79241	1
20	27694	1
20	176772	1
20	28428	1
21	155825	1
21	7503	1
21	127101	1
21	126876	1
21	128540	1
21	38964	1
21	38042	1
21	28627	1
21	128503	1
21	131249	1
21	64673	1
21	127930	1
21	129071	1
22	62680	1
22	664	1
22	59343	1
22	63723	0
22	5748	0
22	75777	0
22	84079	1
22	159073	1
22	57875	1
22	41564	1
22	1496	0
22	860	0
23	62645	0
23	62734	0
23	76184	0
23	166338	0
23	52311	0
23	64699	0
23	50852	0
23	62852	0
23	75569	0
23	159042	0
23	7518	0
23	76066	0
23	63978	0
23	156846	0
23	173207	0
23	102565	0
24	759	0
24	59560	0
24	3822	0
24	52326	0
24	5726	0
24	7543	0
24	62630	0
24	59096	0
25	69842	1
25	178994	1
25	58890	1
25	168375	1
25	171114	1
26	131385	1
26	104100	1
26	227413	1
26	227439	1
26	131752	1
26	93580	1
26	26642	1
27	57728	1
27	42657	1
27	55284	1
27	41232	1
27	40338	1
27	177177	1
27	49494	1
27	57847	1
27	51936	1
28	76284	0
28	76292	0
28	215511	0
28	76294	0
28	76287	0
28	76293	0
28	76291	0
28	76296	0
28	76285	0
28	76289	0
28	187227	0
28	4908	0
28	73597	0
28	76300	0
28	164647	0
28	53429	0
29	39474	1
29	58341	0
29	1706	0
29	149054	0
29	3247	0
29	43044	0
29	47445	0
29	987	0
29	50945	0
29	75833	1
29	64543	0
29	6028	0
29	181709	1
29	226897	1
29	220615	1
29	181945	1
30	173161	1
30	38926	1
30	104252	1
30	5185	1
30	199001	0
30	153153	0
30	81807	0
30	38907	0
30	72347	0
30	39177	1
30	177103	0
30	104127	1
30	198949	0
30	104178	1
30	187233	0
30	64716	0
30	216101	0
31	43434	1
31	44048	1
31	56954	1
31	54425	1
31	131510	1
31	2824	1
31	1693	1
31	131787	1
31	203554	1
31	204515	1
31	205052	1
31	203625	1
31	203766	1
31	176109	0
31	204387	1
31	166513	1
32	61391	1
32	64469	1
32	81976	1
32	7653	1
32	168974	1
32	7608	1
